2016-09-22;21;38
2016-09-22;24;40
2016-09-22;23;26
2016-09-22;24;40
2016-09-22;23;26
2016-09-22;24;40
2016-09-23;24;40
2016-09-23;24;40
2016-09-23;24;40
2016-09-23;24;23
2016-09-24;24;40
2016-09-24;24;40
2016-09-24;21;38
2016-09-27;24;40
2016-09-27;31;224
2016-09-28;21;26
2016-09-28;24;40
2016-09-28;24;40
2016-09-28;24;40
2016-09-28;23;38
2016-09-28;23;38
2016-09-28;23;38
2016-09-28;21;38
2016-09-29;23;38
2016-09-30;33;175
2016-09-30;29;86
2016-09-30;29;85
2016-09-30;29;441
2016-09-30;23;38
2016-09-30;21;38
2016-09-30;21;38
2016-09-30;33;171
2016-09-30;33;172
2016-09-30;5;420
2016-09-30;33;173
2016-09-30;21;38
2016-09-30;24;40
2016-09-30;29;413
2016-09-30;29;13
2016-09-30;24;23
2016-09-30;24;23
2016-09-30;29;82
2016-09-30;5;49
2016-09-30;5;47
2016-09-30;29;14
2016-09-30;24;40
2016-10-05;21;26
2016-10-05;21;26
2016-10-05;21;26
2016-10-06;21;38
2016-10-06;11;307
2016-10-06;11;308
2016-10-06;21;38
2016-10-06;11;282
2016-10-06;24;40
2016-10-06;21;26
2016-10-06;11;440
2016-10-07;21;38
2016-10-07;21;26
2016-10-07;26;1
2016-10-07;26;0
2016-10-07;26;3
2016-10-07;21;38
2016-10-07;24;40
2016-10-08;24;23
2016-10-10;29;37
2016-10-10;29;36
2016-10-11;14;193
2016-10-11;14;2
2016-10-11;14;114
2016-10-11;14;109
2016-10-11;14;416
2016-10-11;14;485
2016-10-11;14;379
2016-10-11;14;190
2016-10-11;14;191
2016-10-11;14;349
2016-10-11;14;347
2016-10-11;25;45
2016-10-11;14;444
2016-10-11;25;45
2016-10-11;14;351
2016-10-11;25;45
2016-10-11;14;348
2016-10-11;25;45
2016-10-11;14;350
2016-10-13;25;45
2016-10-13;24;40
2016-10-13;25;45
2016-10-13;25;45
2016-10-14;24;23
2016-10-14;24;40
2016-10-14;17;273
2016-10-14;17;275
2016-10-14;17;276
2016-10-14;17;311
2016-10-14;17;309
2016-10-14;17;274
2016-10-14;17;272
2016-10-14;17;310
2016-10-14;23;26
2016-10-15;23;26
2016-10-15;12;450
2016-10-15;12;417
2016-10-15;12;58
2016-10-15;12;57
2016-10-15;12;438
2016-10-15;12;476
2016-10-15;12;7
2016-10-15;12;428
2016-10-15;12;432
2016-10-15;12;18
2016-10-15;12;64
2016-10-15;12;69
2016-10-15;12;115
2016-10-15;12;116
2016-10-15;12;124
2016-10-15;12;176
2016-10-15;12;177
2016-10-15;12;204
2016-10-19;21;38
2016-10-19;24;23
2016-10-19;23;38
2016-10-19;24;40
2016-10-19;21;38
2016-10-19;25;45
2016-10-20;31;302
2016-10-20;23;38
2016-10-20;25;45
2016-10-20;31;294
2016-10-20;31;298
2016-10-20;31;300
2016-10-20;31;301
2016-10-20;31;312
2016-10-20;25;45
2016-10-20;25;45
2016-10-20;31;224
2016-10-20;31;181
2016-10-20;25;45
2016-10-21;24;40
2016-10-21;24;23
2016-10-21;23;26
2016-10-21;24;40
2016-10-21;24;23
2016-10-21;25;45
2016-10-21;25;45
2016-10-21;25;45
2016-10-21;21;26
2016-10-22;37;127
2016-10-24;37;484
2016-10-24;37;189
2016-10-25;27;305
2016-10-25;27;227
2016-10-25;27;223
2016-10-25;27;294
2016-10-26;37;431
2016-10-26;37;373
2016-10-26;37;372
2016-10-26;37;431
2016-10-26;37;372
2016-10-26;37;373
2016-10-26;37;374
2016-10-26;37;375
2016-10-26;37;431
2016-10-26;37;372
2016-10-26;37;374
2016-10-26;37;374
2016-10-26;24;40
2016-10-26;21;38
2016-10-26;37;373
2016-10-26;21;89
2016-10-26;21;26
2016-10-26;21;26
2016-10-26;37;374
2016-10-26;37;375
2016-10-26;37;431
2016-10-26;37;196
2016-10-26;37;196
2016-10-26;37;196
2016-10-26;37;375
2016-10-26;37;375
2016-10-26;37;372
2016-10-26;37;373
2016-10-27;24;23
2016-10-27;21;38
2016-10-27;25;45
2016-10-27;19;105
2016-10-28;27;124
2016-10-28;21;89
2016-10-28;27;124
2016-10-28;27;124
2016-10-28;27;125
2016-10-28;24;23
2016-10-28;25;45
2016-10-28;24;40
2016-10-28;25;45
2016-10-28;21;38
2016-10-28;27;125
2016-10-29;24;23
2016-10-31;27;30
2016-10-31;27;30
2016-10-31;27;30
2016-10-31;27;124
2016-10-31;27;30
2016-10-31;27;124
2016-11-03;21;38
2016-11-03;23;26
2016-11-03;23;26
2016-11-03;25;45
2016-11-04;39;183
2016-11-04;27;194
2016-11-04;27;192
2016-11-04;39;183
2016-11-04;39;183
2016-11-04;39;183
2016-11-04;24;23
2016-11-04;39;183
2016-11-04;21;38
2016-11-04;27;192
2016-11-04;21;38
2016-11-04;21;89
2016-11-04;27;32
2016-11-04;39;183
2016-11-05;24;23
2016-11-05;21;26
2016-11-08;19;178
2016-11-08;19;105
2016-11-10;24;40
2016-11-10;24;40
2016-11-10;24;40
2016-11-10;21;26
2016-11-10;25;45
2016-11-10;21;38
2016-11-11;27;30
2016-11-11;24;23
2016-11-11;5;420
2016-11-11;5;49
2016-11-11;5;47
2016-11-11;24;23
2016-11-11;21;26
2016-11-11;30;128
2016-11-11;30;186
2016-11-11;27;30
2016-11-11;30;124
2016-11-11;30;124
2016-11-11;30;128
2016-11-11;30;186
2016-11-11;27;30
2016-11-12;27;194
2016-11-12;27;192
2016-11-12;27;192
2016-11-14;27;192
2016-11-14;27;192
2016-11-14;27;194
2016-11-15;30;480
2016-11-15;30;480
2016-11-15;30;459
2016-11-15;25;45
2016-11-15;30;179
2016-11-15;30;459
2016-11-15;30;179
2016-11-16;27;192
2016-11-16;27;31
2016-11-16;27;97
2016-11-16;27;96
2016-11-16;27;97
2016-11-16;27;96
2016-11-16;27;32
2016-11-16;27;194
2016-11-16;21;26
2016-11-17;21;38
2016-11-17;21;89
2016-11-17;24;23
2016-11-17;27;194
2016-11-18;27;192
2016-11-18;21;112
2016-11-18;21;446
2016-11-18;21;112
2016-11-18;21;446
2016-11-18;21;89
2016-11-18;24;23
2016-11-18;21;112
2016-11-18;21;446
2016-11-18;27;194
2016-11-18;27;192
2016-11-18;27;194
2016-11-18;27;192
2016-11-18;27;192
2016-11-18;27;192
2016-11-18;27;194
2016-11-18;21;113
2016-11-18;27;192
2016-11-18;21;113
2016-11-18;21;113
2016-11-22;11;43
2016-11-22;11;16
2016-11-22;11;306
2016-11-23;24;40
2016-11-23;21;26
2016-11-23;24;23
2016-11-23;25;45
2016-11-23;21;38
2016-11-25;24;23
2016-11-28;36;415
2016-11-28;36;182
2016-11-28;36;182
2016-11-28;36;451
2016-11-29;21;89
2016-11-29;21;26
2016-11-29;21;38
2016-11-29;21;113
2016-11-29;21;112
2016-11-29;21;113
2016-11-29;21;112
2016-11-29;21;446
2016-11-29;23;26
2016-11-29;21;446
2016-11-30;27;96
2016-11-30;37;375
2016-11-30;27;194
2016-11-30;27;192
2016-11-30;27;124
2016-11-30;37;374
2016-11-30;27;97
2016-11-30;27;96
2016-11-30;37;372
2016-11-30;37;374
2016-11-30;27;488
2016-11-30;27;487
2016-11-30;27;124
2016-11-30;37;372
2016-11-30;37;431
2016-11-30;37;374
2016-11-30;27;97
2016-11-30;37;373
2016-11-30;27;124
2016-11-30;24;40
2016-11-30;37;375
2016-11-30;37;372
2016-11-30;27;487
2016-11-30;27;124
2016-11-30;24;40
2016-11-30;37;372
2016-11-30;37;431
2016-11-30;37;375
2016-11-30;37;196
2016-11-30;37;373
2016-11-30;37;431
2016-11-30;37;431
2016-11-30;37;373
2016-11-30;37;374
2016-11-30;37;375
2016-11-30;37;373
2016-11-30;27;125
2016-12-02;24;23
2016-12-02;21;38
2016-12-02;25;45
2016-12-02;21;113
2016-12-02;21;446
2016-12-02;21;112
2016-12-02;27;194
2016-12-02;27;97
2016-12-02;21;113
2016-12-02;21;446
2016-12-02;21;89
2016-12-02;21;112
2016-12-03;24;23
2016-12-05;27;30
2016-12-05;27;30
2016-12-06;27;192
2016-12-06;27;463
2016-12-07;21;26
2016-12-07;21;26
2016-12-07;25;45
2016-12-08;2;63
2016-12-08;2;84
2016-12-08;2;458
2016-12-08;2;62
2016-12-08;2;371
2016-12-08;21;38
2016-12-08;2;442
2016-12-08;2;71
2016-12-08;2;199
2016-12-08;2;62
2016-12-08;2;123
2016-12-08;2;442
2016-12-08;2;71
2016-12-08;2;63
2016-12-08;2;87
2016-12-08;2;458
2016-12-08;2;83
2016-12-08;2;200
2016-12-08;2;6
2016-12-08;2;87
2016-12-08;2;479
2016-12-08;2;123
2016-12-08;2;71
2016-12-08;2;63
2016-12-08;2;62
2016-12-08;2;123
2016-12-08;2;458
2016-12-08;2;371
2016-12-08;2;479
2016-12-08;2;371
2016-12-08;2;458
2016-12-08;2;83
2016-12-08;2;479
2016-12-08;2;6
2016-12-08;2;62
2016-12-08;2;84
2016-12-08;2;123
2016-12-09;27;125
2016-12-09;27;30
2016-12-09;27;124
2016-12-09;27;487
2016-12-09;21;112
2016-12-09;21;113
2016-12-09;21;446
2016-12-09;27;31
2016-12-09;27;462
2016-12-09;24;23
2016-12-10;2;479
2016-12-10;2;458
2016-12-10;2;63
2016-12-10;2;6
2016-12-10;2;108
2016-12-10;2;199
2016-12-10;2;371
2016-12-10;2;479
2016-12-10;2;458
2016-12-10;2;84
2016-12-10;2;83
2016-12-10;2;69
2016-12-10;2;442
2016-12-10;2;107
2016-12-10;2;123
2016-12-10;2;199
2016-12-10;2;123
2016-12-10;2;87
2016-12-10;2;84
2016-12-10;2;83
2016-12-10;2;69
2016-12-10;2;71
2016-12-10;2;437
2016-12-10;2;63
2016-12-10;2;200
2016-12-10;2;371
2016-12-10;2;207
2016-12-10;2;205
2016-12-10;2;199
2016-12-10;2;203
2016-12-10;2;62
2016-12-10;27;462
2016-12-10;27;124
2016-12-10;27;124
2016-12-10;27;192
2016-12-10;2;206
2016-12-10;27;30
2016-12-10;23;89
2016-12-10;2;71
2016-12-10;2;200
2016-12-10;2;198
2016-12-10;2;123
2016-12-10;27;192
2016-12-10;2;437
2016-12-10;2;87
2016-12-10;2;62
2016-12-10;2;123
2016-12-10;2;71
2016-12-10;2;63
2016-12-10;2;199
2016-12-10;2;6
2016-12-10;2;442
2016-12-10;2;214
2016-12-10;2;458
2016-12-10;2;123
2016-12-10;2;62
2016-12-12;42;15
2016-12-12;42;11
2016-12-12;42;21
2016-12-12;42;131
2016-12-12;42;21
2016-12-12;42;460
2016-12-12;42;15
2016-12-12;42;131
2016-12-13;27;192
2016-12-13;27;192
2016-12-13;27;194
2016-12-14;25;45
2016-12-14;27;30
2016-12-14;21;26
2016-12-14;27;30
2016-12-14;39;183
2016-12-15;37;372
2016-12-15;21;112
2016-12-15;21;113
2016-12-15;21;446
2016-12-15;37;373
2016-12-15;37;431
2016-12-15;37;374
2016-12-15;27;487
2016-12-15;37;431
2016-12-15;37;375
2016-12-15;27;192
2016-12-15;37;372
2016-12-15;27;97
2016-12-15;27;187
2016-12-15;37;431
2016-12-15;37;375
2016-12-15;37;374
2016-12-15;37;372
2016-12-15;27;124
2016-12-15;37;374
2016-12-15;37;373
2016-12-15;37;373
2016-12-15;37;375
2016-12-16;24;28
2016-12-16;27;97
2016-12-16;27;96
2016-12-16;27;30
2016-12-17;27;29
2016-12-17;27;96
2016-12-17;23;38
2016-12-17;27;194
2016-12-17;27;487
2016-12-17;27;30
2016-12-17;27;31
2016-12-17;23;89
2016-12-17;27;462
2016-12-17;27;463
2016-12-17;27;10
2016-12-17;27;192
2016-12-17;27;32
2016-12-17;27;463
2016-12-19;27;121
2016-12-19;27;194
2016-12-19;27;192
2016-12-19;27;128
2016-12-19;27;30
2016-12-19;27;124
2016-12-19;27;124
2016-12-19;27;125
2016-12-19;27;129
2016-12-19;27;121
2016-12-21;25;45
2016-12-21;25;45
2016-12-22;27;30
2016-12-22;27;30
2016-12-23;27;30
2016-12-23;27;487
2016-12-23;27;489
2016-12-23;27;194
2016-12-23;27;201
2016-12-23;27;192
2016-12-23;27;192
2016-12-23;24;23
2016-12-23;27;488
2016-12-23;27;124
2016-12-24;27;32
2016-12-24;27;31
2016-12-24;27;192
2016-12-24;27;192
2016-12-24;21;112
2016-12-24;21;113
2016-12-24;27;462
2016-12-24;21;446
2016-12-26;34;194
2016-12-26;34;14
2016-12-26;34;13
2016-12-26;39;183
2016-12-26;27;194
2016-12-26;27;121
2016-12-26;27;124
2016-12-26;23;89
2016-12-26;23;74
2016-12-26;23;74
2016-12-26;34;413
2016-12-26;27;30
2016-12-26;34;14
2016-12-26;27;124
2016-12-26;34;413
2016-12-26;27;121
2016-12-26;27;125
2016-12-26;34;77
2016-12-26;27;192
2016-12-26;34;129
2016-12-26;34;13
2016-12-26;27;30
2016-12-27;27;487
2016-12-27;27;121
2016-12-27;27;488
2016-12-27;25;45
2016-12-27;25;45
2016-12-27;27;124
2016-12-27;28;439
2016-12-27;27;125
2016-12-27;27;10
2016-12-27;27;462
2016-12-27;28;70
2016-12-27;23;74
2016-12-27;23;74
2016-12-27;25;45
2016-12-27;25;45
2016-12-29;39;183
2016-12-29;39;183
2016-12-29;39;183
2016-12-30;21;89
2016-12-31;23;74
2016-12-31;2;6
2016-12-31;2;83
2016-12-31;2;84
2016-12-31;2;207
2016-12-31;2;458
2016-12-31;2;214
2016-12-31;23;74
2016-12-31;2;214
2016-12-31;2;203
2016-12-31;2;199
2016-12-31;2;87
2016-12-31;2;207
2016-12-31;2;371
2016-12-31;2;22
2016-12-31;2;206
2016-12-31;2;84
2016-12-31;2;87
2016-12-31;2;203
2016-12-31;2;479
2016-12-31;27;96
2016-12-31;2;371
2016-12-31;2;123
2016-12-31;2;214
2016-12-31;27;128
2016-12-31;2;62
2016-12-31;2;63
2016-12-31;2;71
2016-12-31;2;442
2016-12-31;2;430
2016-12-31;2;442
2016-12-31;21;112
2016-12-31;2;84
2016-12-31;21;446
2016-12-31;2;83
2016-12-31;2;205
2016-12-31;2;207
2016-12-31;2;6
2016-12-31;2;87
2016-12-31;2;123
2016-12-31;21;113
2016-12-31;2;199
2016-12-31;2;479
2016-12-31;2;71
2016-12-31;2;123
2016-12-31;2;371
2016-12-31;2;430
2016-12-31;2;203
2016-12-31;2;479
2016-12-31;2;123
2016-12-31;2;206
2016-12-31;2;71
2016-12-31;2;63
2016-12-31;2;22
2016-12-31;2;6
2016-12-31;2;458
2016-12-31;37;196
2016-12-31;2;214
2016-12-31;2;84
2016-12-31;2;83
2016-12-31;2;205
2016-12-31;2;412
2016-12-31;2;207
2016-12-31;2;71
2016-12-31;2;458
2016-12-31;2;205
2016-12-31;2;442
2016-12-31;2;199
2016-12-31;2;203
2016-12-31;2;458
2016-12-31;2;442
2016-12-31;2;430
2016-12-31;2;206
2016-12-31;2;205
2016-12-31;2;206
2016-12-31;23;74
2016-12-31;2;12
2016-12-31;2;4
2016-12-31;2;6
2016-12-31;2;63
2016-12-31;2;83
2016-12-31;2;479
2016-12-31;2;87
2016-12-31;2;63
2017-01-03;38;72
2017-01-04;13;73
2017-01-04;25;45
2017-01-04;27;488
2017-01-04;13;35
2017-01-04;13;73
2017-01-04;21;89
2017-01-04;13;73
2017-01-04;27;487
2017-01-04;13;73
2017-01-04;25;45
2017-01-04;13;35
2017-01-05;2;214
2017-01-05;2;207
2017-01-05;2;205
2017-01-05;25;45
2017-01-05;25;45
