2016-05-04;37;94
2016-05-05;21;73
2016-05-06;4;422
2016-05-06;8;231
2016-05-06;8;230
2016-05-06;8;229
2016-05-06;8;228
2016-05-06;8;143
2016-05-06;8;137
2016-05-06;4;355
2016-05-06;4;356
2016-05-06;4;48
2016-05-06;19;35
2016-05-06;19;104
2016-05-06;21;73
2016-05-06;21;73
2016-05-06;8;232
2016-05-06;4;421
2016-05-07;24;78
2016-05-07;24;78
2016-05-09;21;78
2016-05-09;21;73
2016-05-09;21;78
2016-05-09;21;73
2016-05-10;21;464
2016-05-10;21;73
2016-05-11;11;41
2016-05-11;42;394
2016-05-11;11;239
2016-05-11;11;464
2016-05-11;42;234
2016-05-11;37;94
2016-05-11;42;397
2016-05-11;37;95
2016-05-11;37;195
2016-05-11;11;236
2016-05-11;42;235
2016-05-11;11;237
2016-05-11;11;238
2016-05-11;42;456
2016-05-11;42;399
2016-05-12;21;73
2016-05-13;30;242
2016-05-13;30;241
2016-05-13;4;355
2016-05-13;4;357
2016-05-13;21;73
2016-05-13;30;240
2016-05-13;30;243
2016-05-13;21;73
2016-05-13;21;73
2016-05-13;4;421
2016-05-14;41;208
2016-05-14;41;210
2016-05-14;41;5
2016-05-14;40;247
2016-05-14;41;211
2016-05-14;41;212
2016-05-14;41;209
2016-05-14;41;213
2016-05-14;40;246
2016-05-14;32;245
2016-05-14;41;202
2016-05-14;5;409
2016-05-14;40;136
2016-05-14;40;135
2016-05-14;5;408
2016-05-14;5;408
2016-05-14;32;244
2016-05-14;41;414
2016-05-16;5;354
2016-05-16;27;248
2016-05-16;5;435
2016-05-16;5;66
2016-05-17;24;98
2016-05-17;24;98
2016-05-18;11;73
2016-05-18;11;89
2016-05-18;11;464
2016-05-19;24;34
2016-05-19;21;73
2016-05-19;24;41
2016-05-19;21;73
2016-05-19;24;34
2016-05-19;24;34
2016-05-20;40;136
2016-05-20;24;34
2016-05-21;44;34
2016-05-21;44;34
2016-05-21;44;34
2016-05-24;16;215
2016-05-25;24;34
2016-05-25;19;105
2016-05-25;19;35
2016-05-26;40;135
2016-05-26;11;254
2016-05-26;24;34
2016-05-26;11;53
2016-05-26;24;34
2016-05-26;11;249
2016-05-26;11;252
2016-05-26;11;253
2016-05-26;11;250
2016-05-26;11;255
2016-05-26;11;251
2016-05-27;11;33
2016-05-27;11;88
2016-05-27;11;139
2016-05-27;21;73
2016-05-27;24;34
2016-05-27;21;73
2016-05-28;24;34
2016-05-28;24;34
2016-05-30;14;264
2016-05-30;14;265
2016-05-30;14;256
2016-05-30;14;263
2016-05-31;24;34
2016-05-31;24;73
2016-05-31;24;34
2016-05-31;21;73
2016-06-01;14;256
2016-06-01;14;258
2016-06-01;14;76
2016-06-01;14;261
2016-06-01;14;259
2016-06-01;14;262
2016-06-01;2;73
2016-06-01;14;257
2016-06-01;14;75
2016-06-01;14;267
2016-06-01;14;263
2016-06-01;14;266
2016-06-01;14;270
2016-06-01;14;271
2016-06-01;2;72
2016-06-01;14;260
2016-06-01;14;268
2016-06-01;14;269
2016-06-01;14;265
2016-06-03;24;34
2016-06-03;24;41
2016-06-03;24;34
2016-06-03;24;41
2016-06-03;24;41
2016-06-06;3;162
2016-06-06;3;91
2016-06-06;3;355
2016-06-06;3;93
2016-06-06;3;160
2016-06-06;3;163
2016-06-06;3;475
2016-06-06;3;357
2016-06-06;3;421
2016-06-06;3;357
2016-06-06;3;443
2016-06-06;3;466
2016-06-06;3;90
2016-06-06;3;355
2016-06-06;3;402
2016-06-06;3;467
2016-06-06;3;92
2016-06-06;3;402
2016-06-06;3;466
2016-06-06;3;421
2016-06-06;3;401
2016-06-06;3;474
2016-06-06;3;401
2016-06-06;3;402
2016-06-06;3;472
2016-06-06;3;467
2016-06-06;3;401
2016-06-06;3;402
2016-06-06;3;466
2016-06-06;3;401
2016-06-09;24;41
2016-06-09;24;34
2016-06-10;24;41
2016-06-10;24;41
2016-06-14;5;47
2016-06-14;5;49
2016-06-14;5;420
2016-06-14;24;34
2016-06-16;43;272
2016-06-16;43;275
2016-06-16;43;276
2016-06-16;43;277
2016-06-16;43;274
2016-06-16;43;273
2016-06-16;43;280
2016-06-17;24;72
2016-06-17;24;72
2016-06-17;24;34
2016-06-17;24;72
2016-06-17;24;72
2016-06-17;24;72
2016-06-22;11;219
2016-06-22;11;277
2016-06-22;11;275
2016-06-22;11;274
2016-06-22;11;273
2016-06-22;11;276
2016-06-22;4;233
2016-06-22;11;218
2016-06-22;4;180
2016-06-22;11;278
2016-06-22;11;272
2016-06-24;4;457
2016-06-24;4;355
2016-06-24;4;158
2016-06-24;3;92
2016-06-24;4;163
2016-06-24;3;91
2016-06-24;4;421
2016-06-24;4;453
2016-06-24;4;454
2016-06-24;4;472
2016-06-24;40;135
2016-06-24;4;471
2016-06-24;3;90
2016-06-24;4;473
2016-06-24;4;474
2016-06-24;4;475
2016-06-24;40;136
2016-06-24;3;402
2016-06-24;3;93
2016-06-24;4;395
2016-06-24;4;470
2016-06-24;4;120
2016-06-24;4;101
2016-06-24;4;9
2016-06-24;4;452
2016-06-24;4;469
2016-06-24;3;443
2016-06-24;4;422
2016-06-24;4;8
2016-06-24;4;390
2016-06-24;4;357
2016-06-24;4;356
2016-06-24;3;401
2016-06-24;4;391
2016-06-24;4;161
2016-06-24;4;160
2016-06-24;4;392
2016-06-24;4;159
2016-06-24;4;156
2016-06-24;4;119
2016-06-24;4;118
2016-06-24;4;102
2016-06-24;4;48
2016-06-24;4;162
2016-07-01;15;173
2016-07-01;3;443
2016-07-01;3;93
2016-07-01;3;90
2016-07-01;3;91
2016-07-01;3;92
2016-07-02;11;285
2016-07-02;5;402
2016-07-02;11;286
2016-07-02;11;284
2016-07-02;11;283
2016-07-02;11;281
2016-07-02;11;216
2016-07-02;5;401
2016-07-02;5;466
2016-07-02;11;282
2016-07-04;0;288
2016-07-04;4;421
2016-07-04;4;355
2016-07-04;4;421
2016-07-04;4;357
2016-07-04;4;355
2016-07-04;4;421
2016-07-04;4;355
2016-07-04;4;357
2016-07-04;4;355
2016-07-04;4;421
2016-07-04;4;357
2016-07-04;4;357
2016-07-04;4;355
2016-07-04;4;421
2016-07-04;0;287
2016-07-04;4;357
2016-07-07;4;356
2016-07-07;4;357
2016-07-07;4;421
2016-07-07;4;356
2016-07-07;4;355
2016-07-07;4;421
2016-07-07;4;355
2016-07-07;4;356
2016-07-07;4;421
2016-07-07;4;357
2016-07-07;4;355
2016-07-07;4;421
2016-07-07;4;355
2016-07-07;4;355
2016-07-07;4;357
2016-07-07;4;421
2016-07-08;15;171
2016-07-08;15;172
2016-07-08;15;175
2016-07-12;15;173
2016-07-12;34;297
2016-07-13;41;216
2016-07-13;11;278
2016-07-13;11;289
2016-07-13;11;291
2016-07-13;41;251
2016-07-13;11;292
2016-07-13;41;279
2016-07-13;41;293
2016-07-13;11;290
2016-07-14;5;483
2016-07-14;5;49
2016-07-14;5;483
2016-07-14;5;47
2016-07-14;5;410
2016-07-14;5;185
2016-07-14;5;420
2016-07-14;5;185
2016-07-14;5;410
2016-07-16;33;171
2016-07-16;33;175
2016-07-16;33;172
2016-07-16;33;175
2016-07-16;33;171
2016-07-18;4;391
2016-07-18;4;48
2016-07-18;4;453
2016-07-18;4;357
2016-07-18;4;355
2016-07-18;4;48
2016-07-18;4;101
2016-07-18;4;421
2016-07-18;4;422
2016-07-18;4;8
2016-07-18;4;102
2016-07-18;4;8
2016-07-18;4;390
2016-07-18;4;395
2016-07-18;4;452
2016-07-18;4;422
2016-07-18;4;101
2016-07-19;15;173
2016-07-23;15;175
2016-07-23;15;172
2016-07-23;15;171
2016-07-25;4;119
2016-07-25;4;457
2016-07-25;4;9
2016-07-25;4;457
2016-07-25;4;454
2016-07-25;4;392
2016-07-25;4;120
2016-07-25;4;118
2016-07-25;4;395
2016-07-25;4;452
2016-07-25;4;392
2016-07-25;4;391
2016-07-25;4;390
2016-07-25;4;120
2016-07-25;4;119
2016-07-25;4;9
2016-07-25;4;453
2016-07-26;11;296
2016-07-26;11;220
2016-07-26;11;278
2016-07-26;4;161
2016-07-26;4;160
2016-07-26;4;159
2016-07-26;4;163
2016-07-26;4;48
2016-07-26;4;471
2016-07-26;11;295
2016-07-26;4;469
2016-07-26;11;252
2016-07-26;4;156
2016-07-26;4;475
2016-07-26;4;158
2016-07-26;4;422
2016-07-26;4;162
2016-07-26;4;474
2016-07-26;4;472
2016-07-26;4;473
2016-07-26;4;470
2016-07-29;15;141
2016-07-29;15;169
2016-07-29;15;167
2016-07-29;15;142
2016-07-29;15;166
2016-07-29;15;165
2016-07-29;15;164
2016-07-29;15;140
2016-07-29;15;175
2016-07-29;15;172
2016-07-29;15;171
2016-07-29;15;174
2016-07-29;15;170
2016-07-29;15;168
2016-07-30;5;154
2016-07-30;4;454
2016-07-30;5;162
2016-07-30;5;420
2016-07-30;5;49
2016-07-30;5;155
2016-07-30;5;47
2016-07-30;4;118
2016-08-02;33;164
2016-08-02;33;167
2016-08-02;33;165
2016-08-02;33;166
2016-08-03;33;173
2016-08-13;33;171
2016-08-13;33;172
2016-08-13;33;175
2016-08-15;24;40
2016-08-16;21;38
2016-08-17;23;38
2016-08-17;21;38
2016-08-18;24;40
2016-08-18;24;40
2016-08-18;33;142
2016-08-18;24;40
2016-08-18;33;140
2016-08-18;33;141
2016-08-18;24;40
2016-08-18;24;40
2016-08-20;30;299
2016-08-20;30;300
2016-08-20;30;298
2016-08-20;33;173
2016-08-23;21;38
2016-08-23;21;38
2016-08-23;21;38
2016-08-23;21;38
2016-08-23;21;38
2016-08-24;25;45
2016-08-24;25;45
2016-08-27;33;172
2016-08-27;33;175
2016-08-27;25;45
2016-08-27;33;173
2016-08-27;33;171
2016-08-27;33;175
2016-08-27;33;171
2016-08-27;25;45
2016-08-27;33;172
2016-08-29;0;44
2016-08-29;34;303
2016-08-29;34;297
2016-08-29;5;402
2016-08-29;5;420
2016-08-29;0;42
2016-08-29;0;24
2016-08-29;5;401
2016-08-29;5;466
2016-08-29;5;49
2016-08-29;5;47
2016-08-29;34;304
2016-08-30;24;23
2016-08-30;23;26
2016-08-30;23;26
2016-08-30;24;23
2016-08-30;24;23
2016-08-30;21;26
2016-08-30;21;26
2016-08-30;24;23
2016-08-31;21;26
2016-08-31;21;26
2016-08-31;24;23
2016-08-31;24;23
2016-08-31;24;23
2016-08-31;24;23
2016-08-31;25;45
2016-08-31;21;26
2016-09-05;7;361
2016-09-05;7;427
2016-09-05;7;369
2016-09-05;5;185
2016-09-05;7;367
2016-09-05;7;369
2016-09-05;5;410
2016-09-05;7;363
2016-09-05;5;410
2016-09-05;7;361
2016-09-05;5;483
2016-09-05;5;47
2016-09-05;5;49
2016-09-05;7;365
2016-09-05;7;363
2016-09-05;5;483
2016-09-05;7;363
2016-09-05;7;367
2016-09-05;30;224
2016-09-05;7;361
2016-09-05;7;427
2016-09-05;7;365
2016-09-05;7;367
2016-09-05;7;369
2016-09-05;7;369
2016-09-05;7;367
2016-09-05;7;369
2016-09-05;7;363
2016-09-05;7;427
2016-09-05;5;420
2016-09-05;5;185
2016-09-05;7;427
2016-09-05;7;361
2016-09-05;7;363
2016-09-05;7;365
2016-09-05;7;365
2016-09-05;7;361
2016-09-05;7;427
2016-09-05;7;367
2016-09-05;7;365
2016-09-10;24;40
2016-09-10;25;45
2016-09-10;25;45
2016-09-10;24;40
2016-09-10;24;40
2016-09-10;24;40
2016-09-10;24;40
2016-09-10;24;40
2016-09-12;28;439
2016-09-12;28;70
2016-09-12;34;303
2016-09-12;28;70
2016-09-12;28;439
2016-09-12;34;491
2016-09-13;21;38
2016-09-13;21;38
2016-09-14;24;23
2016-09-14;24;40
2016-09-14;23;38
2016-09-15;23;38
2016-09-15;23;38
2016-09-15;23;38
2016-09-16;11;27
2016-09-16;24;40
2016-09-16;24;40
2016-09-16;24;40
2016-09-16;24;40
2016-09-16;24;23
2016-09-16;24;23
2016-09-16;11;39
2016-09-16;11;25
2016-09-20;37;359
2016-09-20;37;358
2016-09-20;37;360
2016-09-20;37;388
2016-09-20;37;449
2016-09-20;37;406
2016-09-20;37;405
2016-09-20;37;407
2016-09-20;37;423
2016-09-20;37;389
2016-09-20;37;94
2016-09-20;37;478
2016-09-21;21;38
2016-09-21;21;38
2016-09-21;21;38
2016-09-22;23;26
