Mã KH,Số Phiếu Xuất,,Ngày Ghi Sổ,Diễn Giải,Mã Sản Phẩm,Tên Sản Phẩm,Số Lượng,Thành Tiền,,,,,,,,,,,,
,,,,Xuất bán T02/079-LTINV3714- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011702/080,,2/25/17 0:00,Xuất bán T02/080-LTINV3712- LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T02/080-LTINV3712- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011702/081,,2/25/17 0:00,Xuất bán T02/081-LTINV3786- LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T02/081-LTINV3786- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011703/013,,3/3/17 0:00,Xuất bán T03/13 - LTINV3819 - LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T03/13 - LTINV3819 - LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011703/023,,3/6/17 0:00,Xuất bán T03/23 -LTINV3074- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011703/024,,3/6/17 0:00,Xuất bán T03/24 -LTINV3720- LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T03/24 -LTINV3720- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011703/026,,3/6/17 0:00,Xuất bán T03/26 -LTINV3830- LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T03/26 -LTINV3830- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011703/028,,3/6/17 0:00,Xuất bán T03/28 -LTINV3797- LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T03/28 -LTINV3797- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011703/037,,3/8/17 0:00,Xuất bán T03/37 - LTINV9610 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011703/043,,3/9/17 0:00,Xuất bán T03/43 - LTINV3808 - LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T03/43 - LTINV3808 - LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011704/003,,4/1/17 0:00,Xuất bán T04/03 - LTINV3085 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/004,,4/1/17 0:00,Xuất bán T04/04 - LTINV7099 - LSX 35,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/008,,4/3/17 0:00,Xuất bán T04/08 - LTINV3851 - LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTCS10155,Nệm Ngồi Idskov Lounge Set,10.00,2.00,,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T04/08 - LTINV3851 - LSX 52 Total,,,330.00,"6,602.00",,,,,,,,,,,,
,XBH011704/029,,4/7/17 0:00,Xuất bán T04/29 -LTINV4234 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/030,,4/7/17 0:00,Xuất bán T04/30 -LTINV4233 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/040,,4/8/17 0:00,Xuất bán T04/040 - LTINV3901- LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T04/040 - LTINV3901- LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011704/042,,4/8/17 0:00,Xuất bán T04/042 - LTNV3080 LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/053,,4/10/17 0:00,Xuất bán T04/53- LTINV3081- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/059,,4/11/17 0:00,Xuất bán T04/59 - LTINV2534 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/061,,4/11/17 0:00,Xuất bán T04/61 - LTINV2535 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/062,,4/11/17 0:00,Xuất bán T04/62- LTINV3070- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/064,,4/11/17 0:00,Xuất bán T04/64- LTINV3079- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/065,,4/11/17 0:00,Xuất bán T04/65- LTINV3082- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/068,,4/12/17 0:00,Xuất bán T04/68 - LTINV3069 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/072,,4/13/17 0:00,Xuất bán T04/72 - LTINV3200 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/098,,4/20/17 0:00,Xuất bán T04/98 - LTINV3099- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/099,,4/20/17 0:00,Xuất bán T04/99 - LTINV4235 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/100,,4/20/17 0:00,Xuất bán T04/100 - LTINV3073 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/103,,4/20/17 0:00,Xuất bán T04/103 - LTINV3071 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/105,,4/21/17 0:00,Xuất bán T04/105 - LTINV4577- LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/107,,4/21/17 0:00,Xuất bán T04/107 - LTINV6917 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011704/108,,4/21/17 0:00,Xuất bán T04/108 - LTINV3077 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/115,,4/24/17 0:00,Xuất bán T04/115- LTINV3076 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/117,,4/24/17 0:00,Xuất bán T04/117 - LTINV7040 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011704/119,,4/24/17 0:00,Xuất bán T04/119 - LTINV3910 - LSX 52,LTCNEW1F310SCA1,Idskov Lounge Set_Armchair_F310,160.00,"1,696.00",,,,,,,,,,,,
,,,,,LTCNEW2F310SCA1,Idskov Lounge Set_Bench_F310,80.00,"1,650.40",,,,,,,,,,,,
,,,,,LTTNEW1F310SCA1,Idskov Lounge Set_Table_F310,80.00,"3,253.60",,,,,,,,,,,,
,,,,Xuất bán T04/119 - LTINV3910 - LSX 52 Total,,,320.00,"6,600.00",,,,,,,,,,,,
,XBH011704/121,,4/24/17 0:00,Xuất bán T04/121 - LTINV7039 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011704/122,,4/24/17 0:00,Xuất bán T04/122- LTINV3090-  LSX  35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/134,,4/26/17 0:00,Xuất bán T04/134 - LTINV7043- LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011704/137,,4/27/17 0:00,Xuất bán T04/137 - LTINV2536 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011704/138,,4/27/17 0:00,Xuất bán T04/138 - LTINV3103 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/140,,4/28/17 0:00,Xuất bán T04/140 - LTINV7042 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011704/142,,4/28/17 0:00,Xuất bán T04/142 - LTINV3078 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/143,,4/28/17 0:00,Xuất bán T04/143 - LTINV3100 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011704/144,,4/28/17 0:00,Xuất bán T04/144 - LTINV3101 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
LIK45JYS Total,,,,,,,"160,410.00","2,113,297.84",,,,,,,,,,,,
LIK45LAN,XBH011703/034,,3/7/17 0:00,Xuất bán T03/34 - 26826 - LSX 72,LTCLAN1F310APA1,Lango chair_F310,252.00,"3,654.00",,,,,,,,,,,,
,,,,,LTCMAN1F310AP1,Manilla Chair_F310,312.00,"5,397.60",,,,,,,,,,,,
,,,,Xuất bán T03/34 - 26826 - LSX 72 Total,,,564.00,"9,051.60",,,,,,,,,,,,
LIK46JYS,_XBH011703/043,,3/13/17 0:00,Xuất bán T03/53 - LTINV5641 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/051,,3/13/17 0:00,Xuất bán T03/061- LTINV5108 - LSX 52,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/054,,3/13/17 0:00,Xuất bán T03/064- LTINV3121-  LSX  35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,_XBH011703/062,,3/14/17 0:00,Xuất bán T03/072 - LTINV5107 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/063,,3/14/17 0:00,Xuất bán T03/073 - LTINV4645 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/074,,3/16/17 0:00,Xuất bán T03/084 - LTINV3115 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,_XBH011703/075,,3/16/17 0:00,Xuất bán T03/085 - LTINV3833 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/076,,3/16/17 0:00,Xuất bán T03/086 - LTINV0934 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/088,,3/17/17 0:00,Xuất bán T03/098 - LTINV3825- LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/090,,3/17/17 0:00,Xuất bán T03/0100 - LTINV3546- LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,_XBH011703/091,,3/17/17 0:00,Xuất bán T03/0101 - LTINV1101- LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,_XBH011703/096,,3/18/17 0:00,Xuất bán T03/0106 - LTINV5114 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,_XBH011703/113,,3/22/17 0:00,Xuất bán T03/123 - LTINV5288 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,_XBH011703/115,,3/22/17 0:00,Xuất bán T03/125 - LTINV9170 - LSX 35,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/116,,3/22/17 0:00,Xuất bán T03/126 - LTINV4080 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/117,,3/22/17 0:00,Xuất bán T03/127 - LTINV6656 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/121,,3/23/17 0:00,Xuất bán T03/131 - LTINV4644 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/123,,3/23/17 0:00,Xuất bán T03/133 - LTINV0936 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/125,,3/24/17 0:00,Xuất bán T03/135 - LTINV5636- LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,_XBH011703/127,,3/24/17 0:00,Xuất bán T03/137 - LTINV8291- LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/137,,3/25/17 0:00,Xuất bán T03/146 -LTINV3122 -LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,_XBH011703/140,,3/25/17 0:00,Xuất bán T03/149 -LTINV8726 -LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,_XBH011703/152,,3/30/17 0:00,Xuất bán T03/161 - LTINV0456 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/153,,3/30/17 0:00,Xuất bán T03/162 - LTINV0457 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/155,,3/30/17 0:00,Xuất bán T03/164 - LTINV3233 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/156,,3/30/17 0:00,Xuất bán T03/165 - LTINV3234 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,_XBH011703/157,,3/30/17 0:00,Xuất bán T03/166 - LTINV3835 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,_XBH011703/164,,3/31/17 0:00,Xuất bán T03/172 -LTINV7741- LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011608/006,,8/17/16 0:00,Xuất bán T08/06 - LTINV3104  ngày ETD 16/8/2016,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011608/025,,8/30/16 0:00,Xuất bán T08/25 -LTINV3812ngày ETD 5/9/2016,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011608/026,,8/30/16 0:00,Xuất bán T08/26 -LTINV3813 ngày ETD 5/9/2016,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011609/021,,9/14/16 0:00,Xuất bán T09/21- LTINV3109 - LSX2016/ 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/024,,9/15/16 0:00,Xuất bán T09/24- LTINV3106  - LSX2016/ 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/025,,9/15/16 0:00,Xuất bán T09/25- LTINV3107  - LSX2016/ 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/026,,9/15/16 0:00,Xuất bán T09/26- LTINV3108  - LSX2016/ 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/042,,9/22/16 0:00,Xuất bán T9/042- LTINV3816- ngày ETD 26/9/2016 -LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011609/043,,9/22/16 0:00,Xuất bán T9/043- LTINV3815- ngày ETD 26/9/2016 -LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011609/044,,9/22/16 0:00,Xuất bán T9/044- LTINV3814- ngày ETD 26/9/2016 -LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011609/053,,9/28/16 0:00,Xuất bán T9/053 - LTINV3110- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/054,,9/28/16 0:00,Xuất bán T9/054 - LTINV3111- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/056,,9/28/16 0:00,Xuất bán T9/056 - LTINV3112- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/061,,9/29/16 0:00,Xuất bán T9/061 - LTINV3117- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011609/067,,9/30/16 0:00,Xuất bán T9/067 - LTINV3135 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011610/025,,10/14/16 0:00,Xuất bán T10/025 - LTINV3821- LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011610/027,,10/15/16 0:00,Xuất bán T10/027 - LTINV6939- LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011610/032,,10/19/16 0:00,Xuất bán T10/032- LTINV3113- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011610/039,,10/20/16 0:00,Xuất bán T10/039- LTINV3114- LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011610/043,,10/21/16 0:00,Xuất bán T10/043- LTINV3822 -  LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011611/002,,11/3/16 0:00,Xuất bán T11/02- LTINV3823 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011611/003,,11/3/16 0:00,Xuất bán T11/03- LTINV3824 - LSX 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011611/086,,11/29/16 0:00,Xuất bán T11/086 - LTINV3817 - lsx 35,LTCBIR2F310SP1,New Birkemose Chair_F310,"1,976.00","20,056.40",,,,,,,,,,,,
,XBH011612/031,,12/10/16 0:00,Xuất bán T12/031 - LTINV4046 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011612/062,,12/17/16 0:00,Xuất bán T12/62 -LTINV9039-  LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011612/063,,12/17/16 0:00,Xuất bán T12/63 - LTINV3118 - LSX 35,LTCBOR1F310SK1,New Bork Chair F310,720.00,"10,512.00",,,,,,,,,,,,
,XBH011612/086,,12/26/16 0:00,Xuất bán T12/86 - LTINV9038- LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011612/087,,12/26/16 0:00,Xuất bán T12/87 - LTINV2665 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011612/088,,12/26/16 0:00,Xuất bán T12/88 - LTINV2239 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011612/097,,12/27/16 0:00,Xuất bán T12/97 - LTINV3248 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011612/099,,12/27/16 0:00,Xuất bán T12/99 - LTINV8677 - LSX 65 ,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011612/117,,12/31/16 0:00,Xuất bán T12/117 - LTINV9348 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011612/118,,12/31/16 0:00,Xuất bán T12/118 - LTINV4162 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011612/119,,12/31/16 0:00,Xuất bán T12/119 - LTINV7163- LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/014,,1/5/17 0:00,Xuất bán T01/014- LTINV2067 - LSX 65 ,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/018,,1/7/17 0:00,Xuất bán T01/018 -LTINV5106 - LSX 35 ,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/019,,1/7/17 0:00,Xuất bán T01/019- LTINV1219- LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/020,,1/7/17 0:00,Xuất bán T01/020-LTINV7162 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/021,,1/7/17 0:00,Xuất bán T01/021-LTINV6676 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/033,,1/12/17 0:00,Xuất bán T01/033- LTINV2240-LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/034,,1/12/17 0:00,Xuất bán T01/034- LTINV7917-LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/039,,1/13/17 0:00,Xuất bán T01/039 -LTINV6655 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/040,,1/13/17 0:00,Xuất bán T01/040 -LTINV7918 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/053,,1/17/17 0:00,Xuất bán T01/053 - LTINV5639 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/063,,1/18/17 0:00,Xuất bán T01/063- LTINV5137 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/064,,1/19/17 0:00,Xuất bán T01/064- LTINV6620 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011701/083,,1/21/17 0:00,Xuất bán T01/083 - LTINV4163 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/084,,1/21/17 0:00,Xuất bán T01/084 - LTINV5138 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/105,,1/22/17 0:00,Xuất bán T01/105 - LTINV6104 - LSX 54,LTCJUL1F405SPK1,Jullerup Chair_F405,320.00,"8,240.00",,,,,,,,,,,,
,XBH011701/106,,1/23/17 0:00,Xuất bán T01/106 - LTINV4596 - LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
,XBH011701/113,,1/23/17 0:00,Xuất bán T01/113 - LTINV9637 LSX 65,LTCGUD1F310SPA1,Gudhjem Chair_F310,"1,512.00","16,783.20",,,,,,,,,,,,
