176;LTCSEC1F310SCA1;Sectional Set_Armchair _F310;Xuất bán T10/028 - LT14416DHTG- LSX 51;39.5
177;LTCSEC3F310SCA1;Sectional Set_Sofa 3 Seater_F310;Xuất bán T10/028 - LT14416DHTG- LSX 51;70.0
178;LTCSEO1F310AP1;Seoul (Bork Chair)_F310;Xuất bán T11/20- 25723 - LSX 53;22.25
179;LTCSOS1F310SP1;Sosan Chair_F310;Xuất bán T01/098  - LT-NO/1000260-1000261-1000262 - LSX 44 ;30.59
180;LTCSS1019;Mẫu Swatch Vải;Xuất mẫu gửi khách hàng theo phiếu yêu cầu xuất xưởng duyệt ngày 22/6/2016;0.0
181;LTCSS1030;Mẫu nệm LT-ME55;Xuất mẫu theo phiếu yêu cầu xuất xưởng ngày 20/10/2016;0.0
182;LTCSTE1F353SSP1;Steel Wicker Stackable Chair_F353;Xuất bán T11/079 - LTINV235375-2- lsx 60;16.9
183;LTCSTE1F413SCA1;Steel Wicker Stackable Chair_F413;Xuất bán T01/119 - LTINV107151 - LSX 57;16.9
184;LTCTAH1F009SK1;Tahiti Dining Chair_F009;Xuất bán T01/080 - LT18016COFA-  LSX 68;25.0
185;LTCTAH1F009SKA1;Tahiti Arm Chair_F009;Xuất bán T01/079 - LT18016COFA-  LSX 68;34.0
186;LTCTEN1F310SC1;Teneriffa Chair_F310;Xuất bán T01/100  - LT-NO/1000265-1000261-1000264-1000263 - lsx 44;18.81
187;LTCTEN1F310SC2;Tenby Chair_F310;Xuất bán T01/051 - 069-2 - lsx 49;32.0
188;LTCTEN1F403SPA1;Teneriffa Chair_F403;Xuất bán T01/072 - LTINV190966 - LSX 56;16.7
189;LTCTHE1H224AC1;Thessaly Chair_H224;Xuất bán T10/050- 004 -  LSX 19;50.0
190;LTCTOM1F332ACA1;Tom Dining ArmChair_F332;Xuất bán T10/019 - 15062016  - LSX 48;36.0
191;LTCTOM1F332ACA2;Tom Dining W/O Arms_F332;Xuất bán T10/019 - 15062016  - LSX 48;17.5
192;LTCTON1F310SP1;Tona Chair_F310;Xuất bán T03/0102 - 040 - lsx 49;20.299999999999997
193;LTCTON1F332APA1;Tona Chair_F332;Xuất bán T10/019 - 15062016  - LSX 48;21.0
194;LTCTON1F343APAP1;Tona Chair_F343;Xuất bán T01/028 - 067-1 - LSX 49;20.3
195;LTCTON1H224AP1;Tona Chair_H224;Xuất bán T05/19-266-F  ngày ETD 14/5/2016;0.0
196;LTCTON1H224APA1;Liverpool Stacking Chair_F224;Xuất T02/38 - 028 - LSX 46;31.0
197;LTCTON1H279AP2;Tona Dining Chair_H279;Xuất bán T03/142 - 10112016TN- LSX 85;37.8
198;LTCVIS1F229SP1;Visby chair F229;Xuất bán T01/129 - HEINSTAD, BRAFREI, OSTWIT1 - LSX 42;12.299999999999999
199;LTCVIS1F268SP1;Visby chair F268;Xuất bán T01/022-SPIGROB-GROBWALLSTADT - LSX 42;12.299999999999999
200;LTCVIS1F310SP1;Visby chair F310;Xuất bán T01/047 - LUDWIE - WIEN2 - LSX 42;11.9
201;LTCWIC1F310SC1;Wicky Chair_F310;Xuất bán T01/043 - 069 - lsx 49;23.5
202;LTFSTA1H274SK1;Stand Frame H274;Xuất bán T05/30-LT-JOHANRO29012016  ngày ETD 15/5/2016;4.0
203;LTLDIN11160ACK1;Dinning Sofa Set_Left_F1160;Xuất T02/053-LACASAWAREHOUSE 3 (169872, 158103)-LSX 42;74.0
204;LTLSEC3F310SCA1;Sectional Set_Lounger_F310;Xuất bán T10/028 - LT14416DHTG- LSX 51;70.0
205;LTMDIN21160ACA1;Dinning Sofa Set_Middle 2 seater w/o armrest_F1160;Xuất T02/053-LACASAWAREHOUSE 3 (169872, 158103)-LSX 42;74.0
206;LTMDIN21160ACA2;Dinning Sofa Set_Middle 2 seater w 1 armrest_F1160;Xuất T02/053-LACASAWAREHOUSE 3 (169872, 158103)-LSX 42;74.0
207;LTODIN11160ACA1;Dinning Sofa Set_Ottoman_F1160;Xuất T02/053-LACASAWAREHOUSE 3 (169872, 158103)-LSX 42;74.0
208;LTPBRO1H274SK1;B-Round Planter_H274;Xuất bán T05/30-LT-JOHANRO29012016  ngày ETD 15/5/2016;12.5
209;LTPHEN1H274SK1;Henrik Balcony Planter_H274;Xuất bán T05/30-LT-JOHANRO29012016  ngày ETD 15/5/2016;6.1000000000000005
210;LTPLON1H274SK1;Long Planter_H274;Xuất bán T05/30-LT-JOHANRO29012016  ngày ETD 15/5/2016;7.5
